text,label,source
Lagipun ini negara demokratik dan sesiapa pun boleh bertanding jika mereka mahu,positive,malaya
membidas para pemimpin pembangkang yang gagal hadir sesi penerangan beliau walaupun dianjurkan di kubu mereka,positive,malaya
@LinaKlasik @dyradyre i was thinking the same. sebab area rumah ni takde dentist. i have to go putrajaya/bangi/cybe https://t.co/h57jmMIDIF,neutral,malaya
Puncanya tidak dapat dipastikan sama ada mereka kekurangan atau ketiadaan calon berwibawa yang berupaya membawa cabaran,negative,malaya
@bbillkinn_ Nea masih cosplay jadi batu?,neutral,malaya
merapatkan jurang pembangunan di antara Sabah dengan Semenanjung,positive,malaya
tiada bukti saintifik menunjukkan media sosial menjejaskan kesihatan mental,negative,malaya
"@jagoadn lagi apa nih , jangan bobo larut yya kak &lt;3",negative,malaya
Sekarang ini kalau pergi hospital ubat kena bayar sendiri.,negative,malaya
"Bukan mahu menidakkan kemampuan lawan, tetapi inilah perjuangan kita dalam menentukan kesejahteraan rakyat dan mempertahankannya sehingga generasi akan datang.",positive,malaya
"Maka adalah suatu kekeliruan (Kalau tidak pun penipuan) untuk menuduh penubuhan badan seperti Jakim kononnya tidak berperlembagaan, sedangkan ia sesuai dengan peruntukan-peruntukan yang disebutkan kerajaan persekutuan",positive,malaya
Mereka menjadi broker untuk memaksa PAS menurut cakap mereka,negative,malaya
"Kalau nak dikatakan berjuang untuk baiki negara, mereka jugalah diantara yang pernah meruntuhkan negara satu masa dulu.",negative,malaya
rakyat bebas untuk memilih siapa yang mereka mahu sebagai pemimpin dan kerajaan,positive,malaya
"Pelanggan bising sebab sudah bayar deposit, datang mengamuk kepada pengedar",negative,malaya
@qilaasuhaimi @_wawakhalid Selesai mengulas,neutral,malaya
"@brandalsantri45 Rakyat Lemah Harus Bangkit dan bersatu Lawan Penjajah dalam Negeri, atau wis siap"" isap jempol, https://t.co/LFO7DsDU7y",negative,malaya
Poster malas-malas yang pernah saya submit last minute untuk pertandingan Sungai Selangor anjuran @teamselangorofl Baru teringat ada simpan. Jadi saya kongsikan di sini untuk manfaat semua. #SayangiSungaiSelangor https://t.co/YMZ1TfGxlb,positive,malaya
berbohong kepada rakyat selepas manifesto dijanjikan berkaitan menurunkan harga minyak petrol masih belum dapat dilaksanakan,negative,malaya
@ketengahketepi Saya ada jual product loveliee glow kit! Harga asal rm167 now tengah promo rm99. Cod area muadzam p https://t.co/13PjQKLl3M,neutral,malaya
 Sekarang ini tempoh kita bersama mereka dipanjangkan kepada 36 minggu,positive,malaya
Petugas SPR dan sukarelawan bertugas pada hari mengundi juga perlu diberi latihan komprehensif mengenai bagaimana membantu dan menyediakan kemudahan untuk golongan OKU,positive,malaya
Tetapi awak tak boleh dakwa sesiapa menggunakannya kerana ia bukan undang-undang digubal Parlimen,positive,malaya
pada masa sama tinjauan itu mendapati terdapat peningkatan mendadak sokongan kepada media tradisional sebanyak mata kepada peratus tahap paling tinggi sejak seorang pakar psikologi media sosial dan pensyarah di universiti oxford amy orben berkata syarikat-syarikat media sosial juga kini berdepan apa yang dihadapi sesetengah seteru mereka yang lebih tradisional ketika baru bermula dahulu,negative,malaya
Azmin ni masa jadi pembangkang nampak bagus siot. Jadi menteri serupa waknat !,negative,malaya
Siapa jual tauhu bergedil area shah alam atau setia alam atau klang? Aku nak esok. Datang goreng kat rumah aku sebab aku malas nak goreng dan nak makan panas panas. Ada dapur kat depan rumah aku. Dah siap goreng kau panggil je aku. Hahahaha please!,positive,malaya
Hanya pemimpin Sarawak boleh menentukan masa depan Sarawak.,positive,malaya
"COVID-19: Kejayaan UK rekod kematian sifar yakinkan kerajaan keberkesanan PICK JOHOR BAHRU, 6 JUN: Kejayaan United https://t.co/UWD4XbgJz3",positive,malaya
“Saya tinggalkan parti Pas tapi tidak ahli-ahlinya. ,positive,malaya
"Tambahan pula, mungkin lebih daripada seorang yang membuli",negative,malaya
"kau buat lah mcm mana pon,,, takkan berkurang kes kat selangor ni kalau 80% cases before were from working sector. ehhh emosi lah aku dgn kerajaan babi ni",negative,malaya
kos pengangkutan dijangka akan terus mengalami peningkatan kerana harga minyak global yang semakin pulih namun kami menjangkakan perkara berkenaan tidak akan menjejaskan kadar inflasi negara,positive,malaya
"@fxdhilxhhh_ @SyedSaddiq Kuat lagi ! Ini yang orang tak nampak. Jadi pembangkang idea bagai nak rak, dah jadi pemi https://t.co/2t6IWUDWkk",negative,malaya
Perkara itu bagi memastikan tiga pimpinan PH ini berada di kerusi pimpinan utama negeri,positive,malaya
Aku yg pernah mengalaminya beberapa tahun silam aja tiap ada berita ttg pelecehan masih merasa sedih dan marah. Kal https://t.co/eeYKZx4kIG,negative,malaya
Kepada semua rakan Twitter; saya merayu supaya anda janganlah undi lagi mana-mana calon dari parti pemerintah sekarang. Tolonglah.,negative,malaya
"dengan adanya parti baru spt ini, saya tukar pendirian untuk mengundi di PRU yang mendatang. Mohon PASS letak calon di Parlimen Indera Mahkota, Adun SEMAMBU, koi sapot aok!",positive,malaya
Terdapat kumpulan Penyelidikan dan Pembangunan (R&D) bersama antara China dan Jerman yang membangunkan standard bagi pembuatan kepintaran,positive,malaya
Jadi sekarang masyarakat Cina harus menentukan masa depan yang mereka mahu,positive,malaya
Saya juga kesal apabila perkataan ‘haram jadah’ disebut oleh beliau kerana tidak sesuai diucapkan selaku orang ilmuwan agama,negative,malaya
Kerajaan Selangor tidak mempunyai kredibiliti untuk beri jaminan negeri itu bebas rasuah kerana sistemnya tidak mendapat akreditasi piawaian antarabangsa,negative,malaya
diorang ni tak fikir ke susah org tua atau yg tak celik it nak adapt benda ni. letak lah notification. aku tak fah https://t.co/WFo1BuLs1S,positive,malaya
@karamelxyz Masih #LinearGang skarang Kiwi nampak sedap sial https://t.co/a8Rsh0Si9t,positive,malaya
namun kini berlaku tiga penjuru yang menjadikan persaingan lebih terbuka,positive,malaya
"@Sarawak_Aritok X pakei selepar/ kasut sik hal juak...mun masuk/keluar simpang x bri signal,..hahaha..",positive,malaya
Rizalman contoh terbaik ISTIJRAJ. ISTIJRAJ. Ianya adalah pemberian nikmat Allah kepada manusia yang mana pemberian itu tidak diredhai-Nya.,negative,malaya
ya ampun cells colouring pun,neutral,malaya
Meriahkan pagi anda dengan membaca jurnal.... Patient aku takde pagi ni..,neutral,malaya
Saya dapati ada benda tak kena dan periuk nasi saya adalah dalam perundangan. ,negative,malaya
"mendedahkan apa yang didakwa mereka ""perjanjian sulit"" dengan pemimpin",negative,malaya
"bila semua aspek kewangan dalam 1MDB diselesaikan, memang 1MDB tidak mempunyai fungsi lagi, jadi wajar ia ditutup.",positive,malaya
Ini membuktikan Tuanku mengiktiraf peranan dan sumbangan kaum Cina di Johor.,positive,malaya
"Tambahan dengan jumlah saham terkumpul sebanyak RM13.8 bilion, aset berjumlah RM135.8 bilion serta perolehan RM24.3 bilion, koperasi merupakan aset terbesar kepada pembangunan ekonomi negara,",positive,malaya
Tahniah kerajaan,positive,malaya
Kita harap bukti forensik dapat menyekat pemilik akaun dari memberi alasan akaunnya telah digodam atau apa saja alasan untuk melepas tengkuknya,positive,malaya
Ni beza kerja swasta dengan kerajaan,neutral,malaya
Mat Bashah dah boleh bersedia ‘pack’ barang-barang dia untuk kita Bersatu ambil alih Kedah,negative,malaya
@chuyob Hari2 mandi kolam takley jadi,neutral,malaya
Biasanya cuma janji saja tapi tak pernah buat pun,negative,malaya
Parti Ikatan Demokratik Malaysia (Muda) menawarkan khidmat guaman percuma kepada mana-mana pihak yang disaman Ahli https://t.co/P9BEnsuUbX,positive,malaya
Saya amat pasti dan menggunakan pertimbangan sewajarnya ketika menulis kenyataan tersebut,positive,malaya
"Kalau hendak lawan propaganda Israel, kita harus bersatu",positive,malaya
Boleh dok dalam IJN lama sikit ni.,negative,malaya
berterima kasih kepada pihak yang menularkan video terbabit kerana dalam sehari produknya yang membantu menurunkan berat badan habis terjual,positive,malaya
 Ini sebabnya kita berterima kasih ada seorang perdana menteri yang prihatin tentang Sabah,positive,malaya
Projek seperti ini membolehkan belia terus menetap di tanah rancangan bagi meneruskan usaha ibu bapa,positive,malaya
/snhn Selamat pagi !!! Mau shameless promosi dulu hehehe Semoga sukaaa https://t.co/7YpBMWvy1S,positive,malaya
Kita tidak boleh ambil ringan isu kemalangan jalan raya sebab itu disarankan semua agensi kerajaan tubuh unit keselamatan jalan raya supaya mereka boleh ingatkan satu sama lain dan bantu rakyat adakan kempen kesedaran,positive,malaya
Saya perlu menjaga kebajikan anda.,positive,malaya
memohon pengisytiharan mahkamah bahawa mereka adalah pemilik sah,positive,malaya
Keperluan air di Langkawi sudah berada pada tahap maksimum sebab itu kita ingin bina tempat takungan air bagi memastikan keperluan cukup.,positive,malaya
nak angkat satu la makerz ni,positive,malaya
"#InfoMakmurJohor INFO LALUAN, PENUTUPAN JALAN DAN KEMUDAHAN YANG DISEDIAKAN SEMPENA PROGRAM PEMBERIAN SUNTIKAN VAKSIN AWAM DI PERSADA JOHOR BERMULA PADA 07 JUN 2021 HINGGA 27 JULAI 2021 https://t.co/GgtypNIKIT",neutral,malaya
Takkanlah kerajaan nak benarkan mereka mengundi,positive,malaya
melihat China sebagai potensi kerana negara itu mampu menjadi ekonomi terbesar dunia dalam tempoh terdekat,positive,malaya
Itu tidak menepati dengan aspirasi saya yang percaya kepada kebebasan ibu bapa untuk memilih pendidikan yang terbaik buat anak-anak mereka,positive,malaya
"Sebenarnya, kita target semua kerusi di bawah Gagasan Sejahtera.",positive,malaya
@lulursln lepastu ada ahli politik buat kempen bendera putih yg rakyat initiate ni as their political rival. cemsia https://t.co/K5vddBDHqY,negative,malaya
"Abis dah law school. Overall drama ya best bha, w/p nya slow tapi sik boring pun. Ending nya pun puas ati juak la.",positive,malaya
@SinarOnline Kamu pengkhiant negara dan rakyat tukar kerajaan kepada yg lebih buruk,negative,malaya
Isu daerah ampang / gombak ni mmg drp dulu susah nak settle.. sbb kat sempadan negeri.. mcm skolah melAwati kalau kadet polis boleh masuk daerah ampang/kl atau gombak/ selangor.. haha https://t.co/GovPxRe8Ut,negative,malaya
"Del bukan satu-satunya sekolah unggulan di Sumut. Sebelumnya sudah ada Yayasan Soposurung di Balige, Matauli di Tapanuli Tengah, CT Foundation di Deli Serdang. Semua ini binaan tokoh asal Sumut yg sudah jadi ""orang"" di level nasional, kemudian melakukan sesuatu utk kampungnya.",negative,malaya
"Hahhahahahah, baik masuk terus rumah dia. Mana tahu dpat mask Jovian free.",neutral,malaya
"Mereka melihat kita (BN) bekerja untuk rakyat, bukan untuk menang pilihan raya sahaja... apabila kita tetap bekerja membela nasib mereka walaupun kita kalah di kawasan itu, ini menyebabkan mereka kembali yakin kepada BN dan MCA,",positive,malaya
Generasi  muda sekarang mempunyai pandangan dan pemikiran yang jauh…  jadi mereka akan terus sokong Umno dan BN untuk menerajui kepimpinan negara dan negeri,positive,malaya
IOW PKPD 2021 / PROKLAMASI DARURAT / NATIONAL TASK FORCE / VAKSIN COVID-19 PEJABAT PENERANGAN DAERAH BESUT Parlimen : P.033 DUN : N02 DUN KOTA PUTERA Tarikh : 06 Jun 2021 ( Ahad ) Masa : 2.00 Petang - 4.30 Petang #MalaysiaPrihatin #japentrg #kitaAkanmenang #Covid19 https://t.co/U9FTx3vC5v,neutral,malaya
"Sarawak terima 380,000 dos vaksin Rabu ini - Abang Johari https://t.co/Epp5NpIfsM #JapenSarawak #sodiakroks https://t.co/dSdICV5K90",neutral,malaya
@wawa_landz Hahahahhahaha agak dhhh mesti sedap,positive,malaya
"Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan (Menko PMK) Muhadjir Effendy mengatakan, pengelolaan https://t.co/PFIv9eK9Em",neutral,malaya
malaysia telah melalui tahun ekonomi terbaik pada di mana pasaran buruh lebih stabil dengan banyak pekerjaan wujud terutamanya pada separuh kedua tahun lalu namun kami menjangkakan perkara berkenaan akan sedikit perlahan tahun ini ujarnya,positive,malaya
"kembali bergerak cergas sebaik saja beliau mengangkat sumpah sebagai perdana menteri Malaysia ketujuh pada Mei, memikul tanggungjawab berat mengemudi negara dengan penuh tenaga yang terdapat pada dirinya sepanjang usia lebih sembilan dekad.",positive,malaya
Menurutnya semua pemimpin kerajaan termasuk perdana menteri dan timbalan perdana menteri tidak terkecuali untuk isytiharkan sebarang bentuk hadiah yang diterima,positive,malaya
Apabila insiden itu berlaku saya lihat komitmen mereka untuk perbetulkan.,positive,malaya
Masa ni laa nak jek angin sikit DS Anwar kat YDPA. Masa jumpa nanti jangan lupa promote sekali lagi untuk ganti TS https://t.co/VKEH6d7cvE,negative,malaya
"Jangan menentang bila BN buat, tetapi tiba-tiba kita buat ",positive,malaya
Kita akan mempromosi dan meningkatkan kesedaran masyarakat India mengenai kepentingan melabur dan menggunakan peluang ini sambil berharap semua 1.5 bilion unit amanah itu dapat dilanggan dalam tempoh enam bulan selepas pelancarannya,positive,malaya
@Junesalman @atashazmi Setuju,neutral,malaya
@NewOpang Dar Rakyat yang Bergerak Usir lalat politik,negative,malaya
yang kerajaan perlu berhenti membantu adalah mereka yang sudah kaya-raya tetapi masih mengharapkan bantuan kerajaan dalam pelbagai bentuk,positive,malaya
Kerajaan Kedah lembab nak mampos. Bulan 7 baru nak start fasa 3. Babi,negative,malaya
mungkin di masa akan datang kerajaan perlu mewujudkan satu peraturan untuk mengelakkan diri melakukan perniagaan,positive,malaya
Dialek Negeri Sembilan: moncikau #Dialek #DekadBahasaKebangsaan #BahasaJiwaBangsa https://t.co/6AyYklfdg2,neutral,malaya
"Sebaik kita dapat konsensus dalam Kabinet, saya berharap kita boleh bawa undang-undang baharu ini ke sesi Parlimen akan datang",positive,malaya
"Meskipun tidak dicalonkan semula untuk mempertahankan kerusi, dia akan tetap membantu sesiapa sahaja yang mengantikan tempatnya.",positive,malaya
ABG IPAR AKU PEGI HUKM NK BUAT SEAB TEST THEN HUKM TAK TERIMA. SURUH PEGI HKL. CALL HKL DORG SURUH DTG. SAMPAI HKL https://t.co/ph8tFa10SO,negative,malaya
"Aslmualaikum, tolong rt untuk rezeki saya supaya dapat clearkan stok? Stok yang ada : 3 cadbury 3 kitkat 4 milo https://t.co/bn6d6HxE00",neutral,malaya
"Malangnya Pas telah memilih untuk mengasingkan diri dari pakatan pembangkang, akibatnya mereka mula terasa kesunyian dan bimbang akan terus terpinggir",negative,malaya
ke memang sengaja dia nak buat aku camni.,negative,malaya
"Pembangkang anggap apabila kerajaan bersetuju, seolah-olah hari ini berjanji, esok telah siap",negative,malaya
memang banyak telah tercapai sejak deb dilancarkan seperti dalam pembasmian kemiskinan bagi meningkatkan hak milik bumiputera dan dalam hal meningkatkan tenaga mahir melayu dan bumiputera lain,positive,malaya
Benda salah. Nak sembang apa lg. Jgn pasal jawatan mb tuh ko boleh buat ikut suka. Ikut lg umno. Dapat la perangai https://t.co/N5RA4Hj5GI,negative,malaya
Kami akan pastikan dua DUN (Sungai Panjang dan Sekinchan) dan Parlimen Sungai Besar berada dalam genggaman BN.,positive,malaya
Berapa kali nak disebut kerajaan negeri tak ada kuasa untuk tutup kilang. Sampai beliau pun dah merayu,negative,malaya
"Cakap terpaling A, buat hampeh. Org politaik pembangkang ke kerajaan ke. Same for me. anwar ke lebai ke najib ke di https://t.co/ETg2VmVpcn",negative,malaya
"Bagaimanapun, kita guna inisiatif dengan mengurus dan meminimumkan impak postif serta negatif untuk mengurangkan kadar ancaman",positive,malaya
Solidariti untuk semua penghasut!,negative,malaya
"@SaifulEnver Hahaha mcm pernah dengar hahahaha ooooo ini bukan one hit wonder, ini hit the bottom rock",neutral,malaya
iklim politik Malaysia belum terbuka untuk menerima lebih ramai wanita ditampilkan.,negative,malaya
"Saya konsisten jalankan Ziarah Kasih, kerana ia medium terbaik mendekatkan saya dengan rakyat, memahami keperluan dan masalah mereka.",positive,malaya
Sebenarnya kita sudah ada satu pelan pembangunan induk untuk Wang Kelian,positive,malaya
Kita akan laksanakan pertandingan 10 pasar tani terbaik di peringkat negeri dahulu dan kemudian akan dibawa ke peringkat kebangsaan,positive,malaya
"Tengok sahaja janjinya, sebelum ini nak buat jambatan merentasi Sungai Kelantan yang menghubungkan Kota Bharu dengan Tumpat, tidak jadi.",negative,malaya
Aah. Semua salah orang semenanjung. Yet korang juga undi kerajaan anak beranak Taib (BN) and later GPS every election. Yang discriminate sarawak &amp; sabah selain federal govt ialah anak sabah &amp; sarawak sendiri. Buka lah mata tu.,negative,malaya
Saya menasihatkan jika ada peresapan air maka laluannya perlu diubah,positive,malaya
@zynnzr Hahahaha setiap bulan lemah jadi gini,positive,malaya
Portal berkenaan disaman berikutan laporan yang diterbitkan­nya berhubung dakwaan penduduk Bukit Koman bahawa penggunaan bahan kimia mengandungi sianida bagi aktiviti perlombongan emas di kawasan itu telah menjejaskan kesihatan mereka.,negative,malaya
"Saya dah berumur 26 tahun pun pintu masih tiada tombol ya, anak soleh https://t.co/JLLh8UF3pg",neutral,malaya
Kita mempunyai struktur dan ikut apa yang dikehendaki oleh ROS,positive,malaya
@JJWOHOON suka aj sama es batu mekdi,neutral,malaya
"@convomf kalo udah batu susah nder, nanti juga sadar sendiri kalo dia minor, jangan suudzon dulu juga, sapa tau mer https://t.co/YluwoPcSlC",negative,malaya
@sampritsusu @501Awani Ko ni baca fakta tak? Letih ckp kalau org malas membaca ni... Lepas ambil alih kerajaan ke https://t.co/dYvOWw9fNN,negative,malaya
"Tetapi nampaknya sehingga kini semuanya masih berjalan seperti biasa, atau business as usual",positive,malaya
Aiyaaa napa lapar skrg ni?,neutral,malaya
kerana mereka ini menerima rawatan selepas mengharungi pengalaman yang getir itu.,positive,malaya
"Kita akan melihat semula perjanjian di antara majikan dan pekerja berkenaan, mana-mana peraturan yang masih mempunyai kelonggaran maka kita akan adakan kajian semula termasuk SOP keselamatan",positive,malaya
@callmeyay Live malam ritu ke?? Aku join kejap je ritu,neutral,malaya
Suruhanjaya Pilihan Raya (SPR) sudah menjemput pemerhati dari 14 negara untuk terlibat sebagai pemerhati asing pada pilihan raya umum,positive,malaya
"isu LGBT semakin hangat diperkatakan, menjadi kegusaran yang meniti dibibir 'makcik-pakcik bawang' dan di muka buku para 'keyboard warrior' yang ada sebahagiannya benar gusar, perihal ini semakin meruncing sedang sebilangan yang lain menjadikan ianya salah satu 'alat politik' menghangatkan rencam keterbukaan Malaysia baru.",negative,malaya
Berita palsu boleh menjadi fitnah yang runtuhkan institusi kekeluargaan dan juga boleh memusnahkan ekosistem negara,negative,malaya
persoalannya apa lagi pembohongan malah perbuatan lebih ekstrem yang akan dilakukan,negative,malaya
Emosi mereka cukup jelas,positive,malaya
"Kalau ada yang kata Saddiq ni populist, mungkin ada benarnya. Lihat sisi positif, hampir semua penduduk Muar kenal Saddiq dan tahu macam mana nak hubunginya. Ahli parlimen kawasan anda? Bila kali terakhir anda lihat? https://t.co/9asKx7QXni",positive,malaya
@SinarOnline Kerajaan Selangor duk Dah na Jadi UMNO dah ka duk leka bercakap sajaaa ...bantuan belia bantuan tutup https://t.co/weR2dfHifh,negative,malaya
"Kita perlu memastikan persekitaran kawasan tersebut bebas daripada sebarang bahaya, selain mempunyai laluan kecemasan secukupnya",positive,malaya
@shaqibshahril Bakal - nakal parti hijau lah kan.,negative,malaya
"Bersatu masih menanti panggilan ROS, dan kami bersedia dan akur dengan cadangan yang bakal dikemukakan ROS jika terdapat sebarang masalah",positive,malaya
@h1sham9 @syahredzan apabila kebanyakan kes sporadic memang tak boleh trace punca jangkitan dah,neutral,malaya
Hajat nak jog dari subuh tadi ada urgent call text. Haihh,positive,malaya
Itu inisiatif saya,positive,malaya
"Justeru, kita amat teruja menantikan pengumuman itu nanti. ",positive,malaya
"Pada 2016 dan 2017, sebanyak 720,000 tan getah asli yang dihasilkan di Malaysia dibekalkan oleh pekebun kecil dan Lembaga Getah Malaysia (LGM) disarankan agar mengkaji kaedah bagi meningkatkan penggunaan getah yang boleh dikomersialkan",positive,malaya
"Sebelum ini, tidak ada parti yang pernah mendapatkan maklum balas daripada MBM dalam membentuk manifesto yang tidak lain tidak bukan bertujuan untuk memberi fokus kepada isu anak muda.",positive,malaya
"Menurut statistik yang dikeluarkan Trading Economics menunjukkan, hutang rakyat Malaysia adalah 84.6 peratus berbanding KDNK iaitu RM1.144 trilion",negative,malaya
Sembang Santai Teh Tarik # 3 Tajuk : Bila nak TURUN?!?!? Tarikh: 18 July 2021 (Ahad) Masa: 11:00pm Facebook Live : Parti MUDA Negeri Sembilan Sertai kita! Meeting ID &amp; passcode akan diberi 15 mins sebelum sesi bermula @partimuda #PartiMUDANegeriSembilan https://t.co/FqqdPopQUJ,neutral,malaya
"ga ributin masalah sepele, akur trus karena bersatu kita runtuh bercerai kita kawin lagi, canda, bercerai kita ber https://t.co/TOIfjZF3dF",negative,malaya
Saya tak boleh lari kerana undang-undang tidak dihormati. ,negative,malaya
Siapa kuat dia kudrat Bila kerajaan darurat dia boleh buat apa yg dia nak buat dan hajat,negative,malaya
@anginsiberia jnt lgi laju..menyesal xpkai jnt hritu,positive,malaya
Bella tu bru lps lumur ikan dgn kunyit ke?? Smpai ke stage jari ko kuning hahahah,neutral,malaya
"@bertanyarl bener-bener random isinya, dari pas takut dipdkt-in orang, sinisin org yg julid ke idol gue, sampe kein https://t.co/SAbFq5pH75",negative,malaya
Kerajaan berusaha menyelaraskan  harga khususnya untuk outlet di Sabah dan Sarawak,positive,malaya
"Kita harapkan senario lebih baik dan memihak kepada BN pada PRU14 nanti  memandangkan pada PRU13 kita menghadapi penolakan daripada kaum Cina hingga terpaksa akur dengan kekalahan calon Umno, Datuk Muhamad Sufian Awang.",positive,malaya
ini boleh menyebabkan jurang defisit perdagangan semakin meluas seterusnya melemahkan mata wang terbabit dalam mekanisme membuat perubahan semula jadi,negative,malaya
Apa yang berlaku di bahagian dunia lain juga memberi kesan kepada Malaysia,negative,malaya
hm bosan dah aku dengan kerajaan ni,negative,malaya
"Puak puak ni kerja dia salahkan orang ja. SELangkah, Selangor, Google, rakyat konon bodoh tak tahu masukkan alamat sendiri. Semua la salah kecuali diri depa sendiri.",negative,malaya
"@republikaonline Biar pada beralih ke sepeda atau ke angkutan publik, jd ga banyak mobil bermacet2 ria...... Seper https://t.co/nc02WcOsDV",neutral,malaya
jumlah tanggungan hutang adalah besar dan ia memerlukan masa untuk menyelesaikanya,negative,malaya
"takutnya tengok feminist yang extremists ni, ya allah jauhkan lah",neutral,malaya
"Kalau kamu tidak berani menyoal saya di pejabat kamu sendiri, kenapa hendak tulis artikel bantai saya",negative,malaya
"Pada tahun 2050 nanti, kita perlu ada golongan agropreneur atau usahawan pertanian yang dinamik, kreatif dan mampu menerajui bidang penghasilan makanan. ",positive,malaya
"Kalau email tu dihantar kepada ramai penerima, jangan ""reply to all"" jika hantaran melibatkan jawapan personal. Bua https://t.co/rSpl1Gcq0o",neutral,malaya
Masih ada terlalu banyak penggunaan beg plastik,negative,malaya
"MB Kedah ni jenis macamana pun tak tahu lah. Tak nak bagi air kepada Penang, sampai nak alih laluan sungai. Tapi bila nak makan, bila nak beli Ford Ranger, tahu pula nak cari dekat Penang. Muka tebal betul. Oh lupa.. Parti PAS..",negative,malaya
@beruangsepet Cumburu abe beruang ni sho kiyut,neutral,malaya
paip ini tahan lebih lama dan tidak mudah rosak jika dijaga dengan elok,positive,malaya
"Apa tujuan sebenar pembangkang, setakat nak jatuhkan kerajaan Najib?",negative,malaya
Kita hendak jaga institusi mufti yang berperanan menyatukan orang Islam.,positive,malaya
Pemakluman :- Tatacara Penghantaran Dokumen Sebutharga Secara Drive-Thru di JKR Dungun. Dilampirkan Pelan laluan yg perlu dipatuhi oleh semua. Kerjasama semua yg terlibat amatlah diharapkan. @JKRTerengganu @yusufghani200 @HasliJKR @AlAzhar_JKR @zulfazimie90 @noorulasliza https://t.co/tMtcHZqxuz,neutral,malaya
Saya agak terkilan dengan kenyataan beliau kerana setakat ini ada tiga wanita di kabinet,negative,malaya
Penstrukturan semula subsidi digunakan untuk menampung ekonomi negara yang parah kesan daripada salah urus tadbir oleh BN,negative,malaya
Kerajaan Singapura akan terus bekerjasama dengan Malaysia untuk mencari kaedah lain yang praktikal untuk memudahkan perjalanan di antara Singapura dan Malaysia,positive,malaya
"#Kangar Kerajaan Perlis menyasarkan 2,600 orang di negeri itu menerima vaksin Covid-19 setiap hari bagi mencapai matlamat 80 peratus penduduk negara divaksinasi menjelang hujung tahun ini https://t.co/kIV0hWqbAa",positive,malaya
zahid berkata demikian ketika ditanya usaha kerajaan untuk memastikan harga bahan bakar di pasaran tidak terus meningkat,positive,malaya
"ditanya memang ramai sahaja yang mahu menetap dan bekerja di sini, tetapi mereka gagal mencari pekerjaan yang bersesuaian dengan bidang mereka",negative,malaya
Alhamdulillah rezeki masuk petang ni https://t.co/qed7REir9A,positive,malaya
8 JUN 2021 Sumber: Jabatan Kesihatan Negeri Kedah Kes covid-19 sehingga 7 Jun 2021@12.00tgh #kitajagakita #kitamestimenang #prayforkedah #StayHome #bantukedahmenang https://t.co/WlcYenAmLJ,neutral,malaya
dijangka tidak akan hadir sambutan ulang tahun kelahirannya yang dirancang dianjurkan oleh sebuah persatuan Cina,negative,malaya
 Mereka nak sijil halal tapi menekan hak asasi pekerja,negative,malaya
Tmbh lg https://t.co/kxG1ydZr01,positive,malaya
"Tanpa tindakan undang-undang, maruah negara dan pemimpin akan terus tercemar",negative,malaya
"Sebenarnya.my adalah sebuah portal untuk masyarakat Malaysia menyemak sebelum berkongsi berita yang diterima secara dalam talian melalui media sosial, perkhidmatan mesej segera, blog, laman sesawang dan lain-lain",positive,malaya
Jadi raya pun boleh disambut dengan meriah...,positive,malaya
1MDB sebelum ini menyatakan dan mengulangi ia tidak kehilangan wang dan semua wangnya diambil kira sepenuhnya,positive,malaya
Jangan terpengaruh dengan pesanan-pesanan negatif daripada orang yang tidak mengenali diri anda,positive,malaya
"Macamana kes covid-19 nak turun kalau majlis tempatan, kerajaan negeri dan ahli parlimen PH tidak mahu berkerjasama https://t.co/FcKv7hwKUa",negative,malaya
"mungkin daripada segi dasar kerajaan mahu buat pengkhususan dalam aspek hukuman atau dalam aspek bayaran pampasan, itu semua kita kena kaji",positive,malaya
"Hari ini mereka mula terasa bahang tersebut, Pas mula ditolak kerana rakyat telah ada alternatif baharu. ",positive,malaya
Ini bagi mengesan sama ada kad pengenalan yang digunakan itu palsu atau tidak.,positive,malaya
"Hutang isirumah tertunggak, Rakyat dah melalak, Simpanan habis sampai kikis kerak, Bantuan takdak, Dan kerajaan masih buat pekak. #KerajaanPembunuh #KerajaanBangsat *Mohon isi soal-selidik hutang isirumah ini. Kawasan Lembah Klang. Terima kasih. https://t.co/RtD7IbMpMc",negative,malaya
Peluang pekerjaan makin merosot sehingga ada kalangan mereka yang terlatih dalam bidang jurutera tiada kerja dan terpaksa jual nasi lemak,negative,malaya
"Kita dukacita dengan apa yang berlaku, namun oleh kerana kes dalam siasatan polis, NUTP berharap keadilan dapat diberikan kepada semua pihak",positive,malaya
Melayu Johor akan bangkit untuk mempertahankan hak mereka yang telah dimusnahkan oleh pemimpin BN,negative,malaya
@bumilangit Gunakanlah logo PH yg sudah disahkan. PRU14 dulu cerita lepas &amp; terpaksa guna logo PKR. DAP pun mesti g https://t.co/YCRxtBY9HA,neutral,malaya
Kita tidak mampu untuk bergerak sendirian kerana kita memerlukan sokongan masyarakat setempat bagi memastikan isu seperti ini dapat ditangani,positive,malaya
"Sekiranya mereka ini terlibat dalam kemalangan semasa sedang bekerja, apakah bentuk perlindungan atau pampasan yang boleh didapati setelah tidak diberikan perlindungan menerusi caruman KWSP dan Perkeso",negative,malaya
Saya percaya ini berita yang tidak tepat dan rakyat perlu berhati-hati daripada menerima perkara-perkara yang tidak ada kesahihan dan fakta yang tepat.,positive,malaya
